content_id,title,author_name,location_name,content_date,file_name,series,book,content_type,active_ind
97,The Tools That Promote Peace,Don Elwell,Clackamas,1/25/2015,ToolsPromotePeace.mp3,,,Message,Y
98,There's A Place For You,Don Elwell,Clackamas,2/15/2015,There's A Place For You.mp3,,,Message,Y
99,Through It All,Don Elwell,Clackamas,1/18/2015,Through It All.mp3,,,Message,Y
100,Wait God's Timing is Perfect,Don Elwell,Clackamas,1/18/2015,GodTimingPerfect.mp3,,,Message,Y
101,We're All Part of a Picture,Don Elwell,Clackamas,2/22/2015,PartOfPicture.mp3,,,Message,Y
102,Is Your Heart in God's Work,Mary Lawson,Clackamas,2/7/2015,HeartFully.mp3,,,Message,Y
103,The Example Set By Christ,Mary Lawson,Clackamas,2/8/2015,The Example Set By Christ.mp3,,,Message,Y
104,All Things Are Yours,Huyen Hoang,Clackamas,1/29/2017,p2017-01-29am.mp3,,,Message,Y
105,By Their Example,Don Elwell,Clackamas,1/22/2017,p2017-01-22am.mp3,,,Message,Y
106,"Wonderful, Merciful Savior",Joe Elwell Family,Clackamas,1/29/2017,ss2017-01-29-1155.mp3,,,Special Song,Y
107,Perfectly Broken,Don Elwell Family,Clackamas,1/29/2017,ss2017-01-29-1158.mp3,,,Special Song,Y
108,The Word of God,Don Elwell,Clackamas,2/19/2017,The Word of God.mp3,,,Message,Y
109,Loves Carvings,Huyen Hoang,Clackamas,2/19/2017,Loves Carvings.mp3,,,Message,Y
110,Living in Two Kingdoms,Huyen Hoang,Clackamas,2/5/2017,p2017-02-05am.mp3,,,Message,Y
111,Being About Father's Business,Don Elwell,Clackamas,2/12/2017,p2017-02-12am.mp3,,,Message,Y
112,A Vision of the Big Picture,Don Elwell,Clackamas,2/26/2017,p2017-02-26am.mp3,,,Message,Y
113,Our Choices,Don Elwell,Clackamas,3/5/2017,p2017-03-05am.mp3,,,Message,Y
114,A Position of Life,Huyen Hoang,Clackamas,4/2/2017,A Position of Life.mp3,,,Message,Y
115,Don't Settle,Huyen Hoang,Clackamas,3/5/2017,Dont Settle.mp3,,,Message,Y
116,A Quite Place,Huyen Hoang,Clackamas,3/26/2017,A Quite Place .mp3,,,Message,Y
117,Take Heed,Don Elwell,Clackamas,4/2/2017,Take Heed.mp3,,,Message,Y
118,GOAT,Don Elwell,Clackamas,4/16/2017,p2017-04-16am.mp3,,,Message,Y
119,Joy in Discomfort,Huyen Hoang,Gladstone,4/23/2017,p2017-04-23am.mp3,,,Message,Y
120,Inward Manifestation,LaDawna Adams,Clackamas,4/30/2017,p2017-04-30am.mp3,,,Message,Y
121,Resting in Christ's Authority,Ken Elwell,Clackamas,5/14/2017,p2017-05-14am.mp3,,,Message,Y
122,"Inspect, Recognize, Apply",Don Elwell,Clackamas,5/21/2017,p2017-05-21am.mp3,,,Message,Y
123,Song of Praise,Clackamas Congregation,Clackamas,6/18/2017,cs2017-06-18-songOfPraise.mp3,,,Singing,Y
124,Shepherd's Point of View,Joe Elwell Family,Clackamas,6/18/2017,ss2017-06-18-shepherdpov.mp3,,,Special Song,Y
125,Benefits of True Wealth,Don Elwell,Clackamas,6/18/2017,p2017-06-18am.mp3,,,Message,Y
126,I Will Tell The Wondrous Story,Clackamas Congregation,Clackamas,7/2/2017,2017-07-02-WondrousStory.mp3,,,Singing,Y
127,Press the Battle On,Clackamas Congregation,Clackamas,7/2/2017,2017-07-02-PressBattle.mp3,,,Singing,Y
128,You Ought To Sing,Clackamas Congregation,Clackamas,7/2/2017,2017-07-02-oughtToSing.mp3,,,Singing,Y
129,What WIll It Be To Be There,Clackamas Congregation,Clackamas,7/2/2017,2017-07-02-whatwillitbe.mp3,,,Singing,Y
130,Starry Nights at the Beaches,Huyen Hoang,Clackamas,7/3/2017,p2017-07-02am.mp3,,,Message,Y
131,Sing It Again,Clackamas Congregation,Clackamas,7/2/2017,2017-07-02-singitagain.mp3,,,Singing,Y
132,Glorious Peace,Clackamas Congregation,Clackamas,7/2/2017,2017-07-02-peace.mp3,,,Singing,Y
133,Ba an Overcomer,Clackamas Congregation,Clackamas,7/2/2017,2017-07-02-overcome.mp3,,,Singing,Y
134,This is Why I Love My Savior,Clackamas Congregation,Clackamas,7/2/2017,2017-07-02-thisiswhy.mp3,,,Singing,Y
135,Word of God,Clackamas Congregation,Clackamas,7/2/2017,2017-07-02-wordOfGod.mp3,,,Singing,Y
136,Only His Touch Speaks Peace,Ken Elwell,Clackamas,7/3/2017,p2017-07-02pm.mp3,,,Message,Y
137,Making Preparation,Don Elwell,Clackamas,6/4/2017,Making Preparation.mp3,,,Message,Y
138,To Name Your Kids Again,Huyen Hoang,Clackamas,6/11/2017,To Name Your Kids Again.mp3,,,Message,Y
139,Continue on,Don Elwell,Clackamas,7/9/2017,Continueon.mp3,,,Message,Y
140,Patterns,Huyen Hoang,Clackamas,7/16/2017,Patterns.mp3,,,Message,Y
141,Grace Through Him,Huyen Hoang,Clackamas,8/9/2017,Grace_Through_Him[1].mp3,,,Bible Study,Y
142,Labor For That Which Endures,Don Elwell,Clackamas,8/13/2017,Dad.mp3,,,Message,Y
143,"Hey, We're Up To Bat",Donald Elwell III,Clackamas,8/12/2017,"Hey, were up to bat.mp3",,,Young People Mtg,Y
144,Spiritual Eating,Don Elwell,Clackamas,8/27/2017,Spiritual Eating.mp3,,,Message,Y
145,Pacoima Young People's Meeting,Damar Randle,Pacoima,8/19/2017,YPM Pacoima.mp3,,,Young People Mtg,Y
146,Our Identity,Don Elwell,Clackamas,9/17/2017,Our Identity.mp3,,,Message,Y
147,Living An Upside Down Life,Huyen Hoang,Clackamas,9/10/2017,LivingAnUpsideDownLife.mp3,,,Message,Y
148,Spiritual Investments,Huyen Hoang,Clackamas,9/17/2017,Spiritual Investments.mp3,,,Message,Y
149,To The Saints At:,Huyen Hoang,Clackamas,10/8/2017,10-08-2017.mp3,,,Message,Y
150,Romans 7,Huyen Hoang,Clackamas,9/23/2017,Romans Chapter 7.mp3,,,Young People Mtg,Y
151,Divine Inspiration,Don Elwell,Clackamas,9/24/2017,Devine Inspiration.mp3,,,Message,Y
152,What We Have In Christ,Huyen Hoang,Clackamas,10/1/2017,What We Have In Christ.mp3,,,Message,Y
153,In This World; Not of It,Don Elwell,Clackamas,10/1/2017,In This World; Not of It.mp3,,,Message,Y
154,Who is in Your Posse?,Don Elwell,Clackamas,10/15/2017,Who is in Your Posse.mp3,,,Message,Y
155,Free Shipping,Huyen Hoang,Clackamas,10/22/2017,Free Shipping.mp3,,,Message,Y
156,That New Car Smell,Curtis Williams,Gladstone,11/12/2017,p2017-11-12am.mp3,,,Message,Y
157,Ever Faithful,Joe Elwell Family,Gladstone,11/12/2017,ss2017-11-12-ever-faithful.mp3,,,Special Song,Y
158,The Son Hath Made Me Free,Herter Family,Gladstone,11/11/2017,ss2012-11-11-sonmademefree.mp3,,,Special Song,Y
159,Keep Your Trust in Jesus,Herter Family,Gladstone,11/11/2017,ss2012-11-11trustinjesus.mp3,,,Special Song,Y
160,Amazing Love,Ken Elwell Family,Gladstone,11/11/2017,ss2012-11-11-amazinglove.mp3,,,Special Song,Y
161,Wise Man Built His House,Ken Elwell Family,Gladstone,11/11/2017,ss2012-11-11-wisemanbuild.mp3,,,Special Song,Y
162,My Anchor Of Hope,Joe Elwell Family,Gladstone,11/11/2017,ss2012-11-11-anchorofhope.mp3,,,Special Song,Y
163,He Touched Me,Josh & John Samons,Gladstone,11/11/2017,ss2012-11-11he-touched-me.mp3,,,Special Song,Y
164,He Lifts Me Higher,Josh & John Samons,Gladstone,11/11/2017,ss2012-11-11-higher.mp3,,,Special Song,Y
165,Who Am I?,Josh & John Samons,Gladstone,11/11/2017,ss2017-11-11-whoami.mp3,,,Special Song,Y
166,Never Made A Promise,Joe Elwell Family,Gladstone,11/11/2017,ss2017-11-11neverpromise.mp3,,,Special Song,Y
167,Prayer Bells of Heaven,Cliff Smith Family,Gladstone,11/11/2017,2017-11-11-prayerbells.mp3,,,Special Song,Y
168,Be Ready,Curtis Williams,Gladstone,11/11/2017,p2017-11-11pm.mp3,,,Message,Y
169,Spiritual Underbrush,Don Elwell,Clackamas,11/19/2017,p2017-11-19am.mp3,,,Message,Y
170,To Your Faith Add Knowledge,Don Elwell,Clackamas,11/5/2017,p2017-11-05am.mp3,,,Message,Y
171,Dominion of Christ,Huyen Hoang,Clackamas,11/26/2017,p2017-11-26am.mp3,,,Message,Y
172,The Mind of Christ,Don Elwell,Clackamas,12/3/2017,p2017-12-03am.mp3,,,Message,Y
173,The Almond in the Garden,Huyen Hoang,Clackamas,12/3/2017,p2017-12-03pm.mp3,,,Message,Y
174,Announcing Arrival of Christ,Don Elwell,Clackamas,12/10/2017,p2017-12-10am.mp3,,,Message,Y
175,Value of Tragedy,Don Elwell,Clackamas,12/31/2017,p2017-12-31am.mp3,,,Message,Y
176,The Power Within You,Curtis Williams,Clackamas,11/10/2017,Exceeding Abundantly Above.mp3,,,Message,Y
177,Never Made A Promise,Joe Elwell Family,Clackamas,1/7/2018,ss2018-01-07am.mp3,,,Special Song,Y
178,Seeing the Glory of God,Huyen Hoang,Clackamas,1/7/2018,p2018-01-07am.mp3,,,Message,Y
179,Joy in Service,Don Elwell,Clackamas,1/7/2018,p2018-01-07pm.mp3,,,Message,Y
180,Bear Another's Burdens,Don Elwell,Clackamas,1/14/2018,p2018-01-14am.mp3,,,Message,Y
181,The Prudent Man,Don Elwell,Clackamas,1/21/2018,p2018-01-21am.mp3,,,Message,Y
182,Urgings of the Apostles,Huyen Hoang,Clackamas,1/21/2018,p2018-01-21pm.mp3,,,Message,Y
183,Walking with God,Huyen Hoang,Clackamas,1/28/2018,p2018-01-28am.mp3,,,Message,Y
184,One Bite at a Time,Don Elwell,Clackamas,2/4/2018,p2018-02-04am.mp3,,,Message,Y
185,Source of True Progress,Huyen Hoang,Clackamas,2/4/2018,p2018-02-04pm.mp3,,,Message,Y
186,Thinking Errors,Don Elwell,Clackamas,2/18/2018,p2018-02-18am.mp3,,,Message,Y
187,Spiritually Stubborn,Don Elwell,Clackamas,2/18/2018,p2018-02-18pm.mp3,,,Message,Y
188,He Cares,Don Elwell,Clackamas,2/25/2018,p2018-02-25am.mp3,,,Message,Y
189,The Work of God,Don Elwell,Clackamas,3/4/2018,p2018-03-04am.mp3,,,Message,Y
190,Kiss the Son,Huyen Hoang,Clackamas,3/4/2018,p2018-03-04pm.mp3,,,Message,Y
191,Playing to Win,Don Elwell,Clackamas,3/11/2018,p2018-03-11am.mp3,,,Message,Y
192,The Wisdom of God,Huyen Hoang,Clackamas,3/18/2018,p2018-03-18am.mp3,,,Message,Y
193,DIstractions,Don Elwell,Clackamas,3/18/2018,p2018-03-18pm.mp3,,,Message,Y
194,Be an Overcomer,Clackamas Congregation,Clackamas,3/18/2018,cs2018-03-18-Overcomer.mp3,,,Singing,Y
195,Press the Battle On,Clackamas Congregation,Clackamas,3/18/2018,ss-2018-3-18-PressBON.mp3,,,Singing,Y
196,The Land of Beulah,Clackamas Congregation,Clackamas,3/18/2018,cs2018-03-18Beulah.mp3,,,Singing,Y
197,Never Alone,Clackamas Congregation,Clackamas,3/18/2018,cs2018-03-18NeverAlone.mp3,,,Singing,Y
198,I'll Follow Jesus,Clackamas Congregation,Clackamas,3/18/2018,cs2018-03-18followJesus.mp3,,,Singing,Y
199,God Omnicient,Clackamas Congregation,Clackamas,3/18/2018,cs2018-03-18Omnicient.mp3,,,Singing,Y
201,Satisfied in Jesus,Clackamas Congregation,Clackamas,3/18/2018,cs2018-03-18-satisfied.mp3,,,Singing,Y
202,Satisfies My Soul,Clackamas Congregation,Clackamas,3/18/2018,cs-2018-03-18satisfies.mp3,,,Singing,Y
203,Real Freedom,Don Elwell,Clackamas,3/25/2018,p2018-03-25am.mp3,,,Message,Y
204,Bless Your Holy Name Again,Joe Elwell Family,Clackamas,4/1/2018,ss2018-04-01am.mp3,,,Special Song,Y
205,I'm Redeemed,Clackamas Congregation,Clackamas,4/1/2018,cs2018-04-01redeemed.mp3,,,Singing,Y
206,Decision Tree,Don Elwell,Clackamas,4/8/2018,p2018-04-08am.mp3,,,Message,Y
207,Impossible is Nothing,Don Elwell,Clackamas,4/15/2018,p2018-04-15am.mp3,,,Message,Y
208,Abide in the Love of God,Huyen Hoang,Clackamas,4/15/2018,p2018-04-15pm.mp3,,,Message,Y
209,One Thing I Can Do,Clackamas Congregation,Clackamas,4/15/2018,cs2018-04-15OneThing.mp3,,,Singing,Y
210,Heaven Holds All To Me,Clackamas Congregation,Clackamas,4/15/2018,cs2018-04-15HeavenHoldsAll.mp3,,,Singing,Y
211,He is Just the Same Today,Clackamas Congregation,Clackamas,4/15/2018,cs2018-04-15JustTheSame.mp3,,,Singing,Y
212,Never Alone,Clackamas Congregation,Clackamas,4/15/2018,cs2018-04-15NeverAlone.mp3,,,Singing,Y
213,In Thou Whose Presence,Clackamas Congregation,Clackamas,4/15/2018,cs2018-04-15ThouPresence.mp3,,,Singing,Y
214,Conscience Void of Offence,Don Elwell,Clackamas,4/29/2018,p2018-04-29am.mp3,,,Message,Y
215,The Wondrous Story,Clackamas Congregation,Clackamas,4/29/2018,cs2018-04-29Wondrous.mp3,,,Singing,Y
216,What a Friend,Clackamas Congregation,Clackamas,4/29/2018,cs2018-04-29Friend.mp3,,,Singing,Y
217,There is a Fountain,Clackamas Congregation,Clackamas,4/29/2018,cs2018-04-29Fountain.mp3,,,Singing,Y
218,Joy in the Lord,Clackamas Congregation,Clackamas,4/29/2018,cs2018-04-29JoyInLord.mp3,,,Singing,Y
219,The Word of God,Clackamas Congregation,Clackamas,4/29/2018,cs2018-04-29WordofGod.mp3,,,Singing,Y
220,The Lord Will Get You There,Don Elwell,Clackamas,5/6/2018,p2018-05-06am.mp3,,,Message,Y
221,Recharging,Don Elwell,Clackamas,5/13/2018,p2018-05-13am.mp3,,,Message,Y
222,Press the Battle On,Clackamas Congregation,Clackamas,5/20/2018,cs2018-05-20PressBattle.mp3,,,Singing,Y
223,Opening Song,Clackamas Congregation,Clackamas,5/20/2018,CS2018-05-20Opening.mp3,,,Singing,Y
224,Song of Praise,Clackamas Congregation,Clackamas,5/20/2018,cs2018-05-20SongOfPraise.mp3,,,Singing,Y
225,"Sacrifice, Seek, Save",Don Elwell,Clackamas,5/20/2018,p2018-05-20am.mp3,,,Message,Y
226,The Battle's Not Mine,Joe Elwell Family,Clackamas,5/27/2018,ss2018-05-27NotMine.mp3,,,Special Song,Y
227,Encourage Yourself in the Lord,Don Elwell,Clackamas,5/27/2018,p2018-05-27am.mp3,,,Message,Y
228,Friends and Witnesses,Huyen Hoang,Clackamas,6/10/2018,p2018-06-10am.mp3,,,Message,Y
229,Jesus Lives in Me,Clackamas Congregation,Clackamas,6/10/2018,cs2018-06-10JesusLives.mp3,,,Singing,Y
230,Never Alone,Clackamas Congregation,Clackamas,6/10/2018,cs2018-06-10NeverAlone.mp3,,,Singing,Y
231,Joy Unspeakable,Clackamas Congregation,Clackamas,6/10/2018,cs2018-06-10JoyUnspeak.mp3,,,Singing,Y
232,Test of Time,Joe Elwell Family,Clackamas,6/10/2018,ss2018-06-10TestTime.mp3,,,Special Song,Y
233,Song of Praise,Clackamas Congregation,Clackamas,6/10/2018,cs2018-06-10SongPraise.mp3,,,Singing,Y
234,He Hideth My Soul,Clackamas Congregation,Clackamas,6/10/2018,cs2018-06-10Hideth.mp3,,,Singing,Y
235,Hope of the Righteous,Clackamas Congregation,Clackamas,6/10/2018,cs2018-06-10HopeRight.mp3,,,Singing,Y
236,Confidence in God,Don Elwell,Clackamas,6/3/2018,p2018-06-03am.mp3,,,Message,Y
237,Everlasting Joy,Clackamas Congregation,Clackamas,6/3/2018,ss2018-06-03EverJoy.mp3,,,Singing,Y
238,I Will Tell the Wondrous Story,Clackamas Congregation,Clackamas,6/3/2018,ss2018-06-03Free.mp3,,,Singing,Y
239,Come Jesus Reign in Me,Clackamas Congregation,Clackamas,6/3/2018,ss2018-06-03Reign.mp3,,,Singing,Y
240,We Will Work for Jesus,Clackamas Congregation,Clackamas,6/3/2018,ss2018-06-03Work.mp3,,,Singing,Y
241,Still Lot of Blood at Calvary,Joe Elwell Family,Clackamas,6/3/2018,ss2018-06-03.mp3,,,Special Song,Y
242,Sweetly Resting,Clackamas Congregation,Clackamas,6/17/2018,cs2018-06-17SweetlyResting.mp3,,,Singing,Y
243,My Home is On the Rock,Clackamas Congregation,Clackamas,6/17/2018,cs2018-06-17HomeRock.mp3,,,Singing,Y
244,Sweet Rest in Jesus,Clackamas Congregation,Clackamas,6/17/2018,cs2018-06-17RestInJesus.mp3,,,Singing,Y
245,You Ought To Sing,Clackamas Congregation,Clackamas,6/17/2018,cs2018-06-17Ought.mp3,,,Singing,Y
246,What a Lovely Name,Michael Smith Family,Clackamas,6/17/2018,ss2018-06-17LovelyName.mp3,,,Special Song,Y
247,The Father with Two Sons,Michael Smith,Clackamas,6/17/2018,p2018-06-17am.mp3,,,Message,Y
248,Peace in the Glorious Mundane,Don Elwell,Clackamas,7/1/2018,p2018-07-01am.mp3,,,Message,Y
249,A Call to Ministry,Huyen Hoang,Clackamas,8/5/2018,p2018-08-05pm.mp3,,,Message,Y
250,A Lively Hope,Don Elwell,Clackamas,7/8/2018,p2018-07-08am.mp3,,,Message,Y
251,Spiritual Warfare,Don Elwell,Clackamas,8/5/2018,p2018-08-05am.mp3,,,Message,Y
252,Children of Light,Huyen Hoang,Clackamas,8/12/2018,p2018-08-12am.mp3,,,Message,Y
253,"Fill My Cup, Lord",Joe Elwell Family,Clackamas,8/12/2018,ss2018-08-12Fill.mp3,,,Special Song,Y
